RUBRO,NOMBRE_FANTASIA,DIRECCION,NUMERO,LOCALIDAD,DEPARTAMENTO,TELEFONOS,CLASE,CATEGORIA,ESTADO,HABITACIONES,PLAZAS,TITULAR,E-MAIL,DIRECCION_COMPLETA,LATITUD,LONGITUD,cluster
ALOJAMIENTO,MUNICIPAL TUNUYAN,DISTRITO LOS CHACAYES,S/N,EL MANZANO,TUNUYAN,02622-422195/93,ALOJAMIENTO,SIN CATEGORIZAR,E/T,____,,MUNICIPALIDAD DE TUNUYAN- (MINIST.ECON.),recursoshumanos@slatinos.com.ar,ALOJAMIENTO MUNICIPAL TUNUYAN EL MANZANO TUNUYAN MENDOZA,-33.6022298,-69.3831155,3
CAMPING,RIO DIAMANTE,ISLA RIO DIAMANTE,S/N,VALLE GRANDE,SAN RAFAEL,,CAMPING,SIN CATEGORIZAR,INSCRIPTO,____,,,,CAMPING RIO DIAMANTE VALLE GRANDE SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
HOTEL,IMPERIAL,AV.LAS HERAS,88,CIUDAD,CAPITAL,4253992,HOTEL,1 ESTRELLA,INSCRIPTO,30,69.0,"POTT, SILVIA",hotel-imperial@hotmail.com,HOTEL IMPERIAL CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
CAMPING,DIQUE CIPOLLETTI,DIQUE CIPOLLETTI,S/N,CIPOLLETTI,LUJAN DE CUYO,4981621-4986798,CAMPING,SIN CATEGORIZAR,INSCRIPTO,____,,,juantegui@tutopia.com,CAMPING DIQUE CIPOLLETTI CIPOLLETTI LUJAN DE CUYO MENDOZA,-32.9934519,-68.8869352,1
CAMPING,CENTRO TURISTICO POTRERILLOS,RUTA 7,S/N,POTRERILLOS,LUJAN DE CUYO,02624-482130,CAMPING,SIN CATEGORIZAR,INSCRIPTO,____,,"POLA, WALTERIO",,CAMPING CENTRO TURISTICO POTRERILLOS POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9507408,-69.2056274,1
ALOJAMIENTO,CABAÃÂ¥AS ROSA MOSQUETA,LOS ABEDULES E.,365,MALARGUE,MALARGUE,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,15.0,RAMAL. DIEGO,ferrariscaco2016@gmail.com,ALOJAMIENTO CABAÃÂ¥AS ROSA MOSQUETA MALARGUE MALARGUE MENDOZA,-35.484462,-69.5797495,2
ALOJAMIENTO,CERRO ACONCAGUA,RUTA 7,S/N,LOS PENITENTES,LAS HERAS,261-6117786,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,40.0,"RETAMALES, GERARDO",retamales@gmail.com,ALOJAMIENTO CERRO ACONCAGUA LOS PENITENTES LAS HERAS MENDOZA,-32.8409382,-69.8411273,1
HOTEL,ALMERIA,BARCALA,221,CIUDAD,SAN RAFAEL,0260-4438020,HOTEL,2 ESTRELLAS,INSCRIPTO,20,40.0,ALMERIA S.A.,reservas@almeriahotel.com.ar,HOTEL ALMERIA CIUDAD SAN RAFAEL MENDOZA,-34.618027,-68.327642,0
CAMPING,EL PERAL,LA COSTA,S/N,EL PERAL,TUPUNGATO,02622-488097,CAMPING,SIN CATEGORIZAR,INSCRIPTO,____,,MUNICIPALIDAD DE TUPUNGATO,munitup@slatinos.com,CAMPING EL PERAL EL PERAL TUPUNGATO MENDOZA,-33.3728036,-69.1475583,3
HOTEL,EL TORREON,AV.ESPAÃÂ¥A,1433,CIUDAD,CAPITAL,4233904/0,HOTEL,2 ESTRELLAS,INSCRIPTO,41,100.0,MATRIX S.R.L.,hoteltorreon@itesa.net,HOTEL EL TORREON CIUDAD CAPITAL MENDOZA,-32.8865542,-68.8408925,1
HOTEL,TONIN,PELLEGRINI,330,CIUDAD,SAN RAFAEL,0260-4422499,HOTEL,1 ESTRELLA,INSCRIPTO,37,76.0,"PASCUALATTO, TERESA",toninhotel@yahoo.com.ar www.sanrafael-tour.com/tonin,HOTEL TONIN CIUDAD SAN RAFAEL MENDOZA,-34.6123406,-68.3293213,0
ALOJAMIENTO,ALAS,COMANDANTE SALAS,51,CIUDAD,SAN RAFAEL,0260-4422732,ALOJAMIENTO,2 ESTRELLAS,INSCRIPTO,19,62.0,"FIGUEROA, PABLO JESUS",info@alashotel.com.ar,ALOJAMIENTO ALAS CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
ALOJAMIENTO,SAN RAFAEL,CNEL.DAY,30,CIUDAD,SAN RAFAEL,0260-4430127/4430128,ALOJAMIENTO,SIN CATEGORIZAR,E/T,50,100.0,TURISMO LOS ANDES S.A.,,ALOJAMIENTO SAN RAFAEL CIUDAD SAN RAFAEL MENDOZA,-34.6313635,-68.3357427,0
HOTEL,RIO GRANDE,RUTA 40,KM432,CIUDAD,MALARGUE,0260-4471589,HOTEL,3 ESTRELLAS,INSCRIPTO,36,109.0,"ROVIRA, ELVIRA R.",hotelriogrande@rucared.com.ar,HOTEL RIO GRANDE CIUDAD MALARGUE MENDOZA,-35.4580207,-69.5861648,2
HOTEL,BAMBI,SAN MARTIN,410,CIUDAD,MALARGUE,0260-4471237,HOTEL,1 ESTRELLA,INSCRIPTO,24,61.0,LUIS RIVERO Y OLGA N. DE RIVERO,hotelbambi@hotmail.com,HOTEL BAMBI CIUDAD MALARGUE MENDOZA,-35.470142,-69.58571,2
HOTEL,KALTON,H.YRIGOYEN,120,CIUDAD,SAN RAFAEL,0260-4430209,HOTEL,3 ESTRELLAS,INSCRIPTO,40,91.0,EMPRENDIMIENTOS TURISTICOS S.R.L.,info@kaltonhotel.com.ar,HOTEL KALTON CIUDAD SAN RAFAEL MENDOZA,-34.6154648,-68.3314201,0
HOSTEL,SPAZIO HOSTEL AND BREAK,CORRIENTES,20,CIUDAD,CAPITAL,4239385,HOSTEL,HOSTEL,INSCRIPTO,,,"SPANO BUZIO, GRACIELA",www.spaziohostel.com.ar-hostel_spazio@hotmail.com,HOSTEL SPAZIO HOSTEL AND BREAK CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
ALOJAMIENTO,VIÃÂ¥AS,AV.MITRE,445,CIUDAD,SAN RAFAEL,0260-4424355,ALOJAMIENTO,SIN CATEGORIZAR,E/T,22,54.0,SANCHEZ Y GARCIA,hotelvinas@sanrafael-tour.com,ALOJAMIENTO VIÃÂ¥AS CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
HOTEL,ESCORPIO,VALLE DE LAS LEÃÂ¥AS,S/N,LAS LEÃÂ¥AS,MALARGUE,011-48196060,HOTEL,3 ESTRELLAS,INSCRIPTO,48,122.0,VALLE DE LAS LEÃÂ¥AS S.A.,,HOTEL ESCORPIO LAS LEÃÂ¥AS MALARGUE MENDOZA,-35.484462,-69.5797495,2
ALOJAMIENTO,RESIDENCIA TU CASA,CASEROS,126,CIUDAD,GRAL.ALVEAR,262-5448699,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MARTINA, OLGA",martina_alfa@yahoo.com.ar,ALOJAMIENTO RESIDENCIA TU CASA CIUDAD GRAL.ALVEAR MENDOZA,-34.9779882,-67.6893858,0
ALOJAMIENTO,PISCIS,VALLE DE LAS LEÃÂ¥AS,S/N,LAS LEÃÂ¥AS,MALARGUE,0260-4471318,ALOJAMIENTO,SIN CATEGORIZAR,E/T,98,196.0,VALLE DE LAS LEÃÂ¥AS S.A.,hotelpiscis@laslenas.com,ALOJAMIENTO PISCIS LAS LEÃÂ¥AS MALARGUE MENDOZA,-35.484462,-69.5797495,2
HOTEL,BUENOS AIRES,ING. LANGE,54,CIUDAD,GRAL.ALVEAR,02625-422972,ALOJAMIENTO,SIN CATEGORIZAR,E/T,28,60.0,"FUENTES, JOSE MIGUEL",hotelbuenosaires@gmail.com,HOTEL BUENOS AIRES CIUDAD GRAL.ALVEAR MENDOZA,-34.9773259,-67.6944975,0
HOTEL,TURIS,ALVAREZ CONDARCO,340,CIUDAD,SAN RAFAEL,0260-4428090,HOTEL,1 ESTRELLA,INSCRIPTO,19,40.0,"REVELLI, RAFAEL",hoteltuirs@yahoo.com.ar,HOTEL TURIS CIUDAD SAN RAFAEL MENDOZA,-34.6252852,-68.3393138,0
ALOJAMIENTO,LA MARTINA CASA DE CAMPO,ARROYO,1331,RAMA CAIDA,SAN RAFAEL,260-517234,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,18.0,"ZACCAGNINI, ALEJANDRA NORA",alezacca13@hotmail.com,ALOJAMIENTO LA MARTINA CASA DE CAMPO RAMA CAIDA SAN RAFAEL MENDOZA,-34.681312,-68.3478524,0
ALOJAMIENTO,PLAZA DE MULAS,PLAZA DE MULAS,S/N,PUENTE DEL INCA,LAS HERAS,4250871,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,80.0,ACONCAGUA EXPEDICIONES S.A.,,ALOJAMIENTO PLAZA DE MULAS PUENTE DEL INCA LAS HERAS MENDOZA,-32.8518022,-68.8412763,1
HOTEL,ESPAÃÂ¥A,SAN MARTIN,296,CIUDAD,SAN RAFAEL,0260-4424055/4421192,HOTEL,SIN CATEGORIZAR,INSCRIPTO,36,80.0,TERCERO HNOS,hotelespanasrl@hotmail.com,HOTEL ESPAÃÂ¥A CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
ALOJAMIENTO,PALACE,AV.LAS HERAS,87,CIUDAD,CAPITAL,261-4234200,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,LAS TARTAS S.A.,hotel_palace_mendoza@gmail.com,ALOJAMIENTO PALACE CIUDAD CAPITAL MENDOZA,-34.5869034,-68.1431414,0
REFUGIO,REFUGIO SAN BERNARDO,CAMINO A VALLECITOS,S/N,POTRERILLOS,LUJAN DE CUYO,154183857,REFUGIO,1 ESTRELLA,INSCRIPTO,4,30.0,"MUÃÂ¥OZ, SANDRA",,REFUGIO REFUGIO SAN BERNARDO POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9805855,-69.3544384,1
HOSPEDAJE,ESPAÃÂ¥A,VICENTE LOPEZ,420,CIUDAD,CAPITAL,4244955,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,8,26.0,"GRACIS, JOSE",,HOSPEDAJE ESPAÃÂ¥A CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
PAT,LAS ARABIAS,FRAY INALICAN,356,CIUDAD,MALARGUE,0260-4471401,PAT,PAT,INSCRIPTO,1,6.0,"MENDEZ CRUZ, JUAN FERNANDO",lasarabias@gmail.com,PAT LAS ARABIAS CIUDAD MALARGUE MENDOZA,-35.466583,-69.583336,2
CAMPING,EL MANGRULLO,AV.CHAMPAGNAT,S/N,EL CHALLAO,LAS HERAS,4440271,CAMPING,SIN CATEGORIZAR,INSCRIPTO,,,"RAMERO, GUILLERMO DANIEL",gramero@hotmail.com,CAMPING EL MANGRULLO EL CHALLAO LAS HERAS MENDOZA,-32.8558547,-68.8943027,1
HOSPEDAJE,MESTRE,SAN MARTIN,1396,CIUDAD,TUNUYAN,02622-422555/424345,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,39,80.0,FRANCISCO MESTRE E HIJOS S.R.L.,,HOSPEDAJE MESTRE CIUDAD TUNUYAN MENDOZA,-33.5752139,-69.0165475,3
HOSPEDAJE,AVELLANEDA,AVELLANEDA,810,CIUDAD,CAPITAL,4230208,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,6,18.0,"HERRERA, JOSE M.",,HOSPEDAJE AVELLANEDA CIUDAD CAPITAL MENDOZA,-32.8855041,-68.8549306,1
ALOJAMIENTO,LA ESTRELLA,SAN ISIDRO,985,CIUDAD,RIVADAVIA,02623-442657,ALOJAMIENTO,SIN CATEGORIZAR,INSCRIPTO,7,9.0,"CANILLAS, INES",danielhgi@hotmail.com,ALOJAMIENTO LA ESTRELLA CIUDAD RIVADAVIA MENDOZA,-33.1909479,-68.4621744,1
HOTEL,MAYO,25 DE MAYO,1265,CIUDAD,CAPITAL,4254424,HOTEL,1 ESTRELLA,INSCRIPTO,19,,LA BURGUESA S.E.C.P.A,reservashotelmayo@arlinkbbt.com.ar www.hotelmayo.com.ar,HOTEL MAYO CIUDAD CAPITAL MENDOZA,-32.8874625,-68.8464914,1
HOSPEDAJE,PINATAR,MAGALLANES,2721,VILLA NUEVA,GUAYMALLEN,4260351,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,8,14.0,,,HOSPEDAJE PINATAR VILLA NUEVA GUAYMALLEN MENDOZA,-32.9021562,-68.8043917,1
HOTEL,PRINCESS,25 DE MAYO,1168,CIUDAD,CAPITAL,4230494,HOTEL,3 ESTRELLAS,INSCRIPTO,36,75.0,SERVICIOS TURISTICOS SRL,reservas@hotelprincess.com.ar,HOTEL PRINCESS CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
HOSTERIA,PARADOR DEL ANGEL,JORGE NEWBERY,5418,CHACRAS DE CORIA,LUJAN DE CUYO,,HOSTERIA,1 ESTRELLA,INSCRIPTO,8,15.0,"ALESSIO, DANIEL",,HOSTERIA PARADOR DEL ANGEL CHACRAS DE CORIA LUJAN DE CUYO MENDOZA,-32.985561,-68.8846447,1
CAMPING,DON ANTONIO,R.SAENZ PEÃÂ¥A,2160,VISTALBA,LUJAN DE CUYO,4988063,CAMPING,SIN CATEGORIZAR,INSCRIPTO,,,"SAVINA, ANTONIO",,CAMPING DON ANTONIO VISTALBA LUJAN DE CUYO MENDOZA,-33.0326391,-68.9048231,1
ALOJAMIENTO,CABAÃÂ¥AS HACER-K-T,AV.LOS CONDORES,S/N,POTRERILLOS,LUJAN DE CUYO,02624-483085,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,14.0,"VANIN, IRIS MODESTA",,ALOJAMIENTO CABAÃÂ¥AS HACER-K-T POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9507408,-69.2056274,1
ALOJAMIENTO,ZAMORA,PERU,1156,CIUDAD,CAPITAL,4257537,ALOJAMIENTO,SIN CATEGORIZAR,E/T,15,39.0,"MARQUEZ, SUSANA ANGELA",hotelzamora@gmail.com,ALOJAMIENTO ZAMORA CIUDAD CAPITAL MENDOZA,-34.5869034,-68.1431414,0
ALOJAMIENTO,BOSQUE DIVINO,RUTA 173,KM.36,EL NIHUIL,SAN RAFAEL,,CABAÑAS,4 ESTRELLAS,INSCRIPTO,,,"SOTOMAYOR, MARTHA ILEANA",marthasanrafael@gmail.com,ALOJAMIENTO BOSQUE DIVINO EL NIHUIL SAN RAFAEL MENDOZA,-35.0287764,-68.6725891,0
CAMPING,EL NIHUIL,DIQUE EL NIHUIL,S/N,EL NIHUIL,SAN RAFAEL,,CAMPING,SIN CATEGORIZAR,INSCRIPTO,____,,"BERLANGA,FEDERICO ANTONIO",,CAMPING EL NIHUIL EL NIHUIL SAN RAFAEL MENDOZA,-35.0287764,-68.6725891,0
HOSPEDAJE,REX,H.YRIGOYEN,56,CIUDAD,SAN RAFAEL,0260-4422177,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,22,62.0,"MORNADI, ERNESTO RAÃÂ©L",hotelrex@speedy.com.ar,HOSPEDAJE REX CIUDAD SAN RAFAEL MENDOZA,-34.6171831,-68.3505912,0
ALOJAMIENTO,CUMELEN,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,4814543,CABAÑAS,1 ESTRELLA,INSCRIPTO,2,12.0,CABAÃÂ¥AS CUMELEN S.A.,cumelenmendoza@gmail.com,ALOJAMIENTO CUMELEN POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9507408,-69.2056274,1
HOSPEDAJE,GALICIA,AV.SAN JUAN,881,CIUDAD,CAPITAL,42O2619,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,15,42.0,"PEREZ, MARIO ANTONIO",hotelgalicia@yahoo.com.ar,HOSPEDAJE GALICIA CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
HOSPEDAJE,LA ESPERANZA,AVELLANEDA,263,CIUDAD,SAN RAFAEL,0260-4427978,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,15,60.0,"ESCUDERO, WALTER",laesperanzahousing@sanrafael-tour.com,HOSPEDAJE LA ESPERANZA CIUDAD SAN RAFAEL MENDOZA,-34.5951948,-68.3259419,0
HOSPEDAJE,EL TURISTA,CHILE,643,CIUDAD,SAN RAFAEL,0260-4427061,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,13,32.0,"LARA, CRISTOBAL",www.hosteriaelturista.com.ar,HOSPEDAJE EL TURISTA CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
HOSPEDAJE,CERRO NEVADO,H.YRIGOYEN,376,CIUDAD,SAN RAFAEL,0260-4428209,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,25,60.0,"PERRUZZI, MABEL SANCHEZ",hcnevado@slatinos.com.ar,HOSPEDAJE CERRO NEVADO CIUDAD SAN RAFAEL MENDOZA,-34.6191688,-68.3217341,0
ALOJAMIENTO,MARIAN,GUTIERREZ,2390,RAMA CAIDA,SAN RAFAEL,0260-444140,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,6.0,"VILLEGAS, ANDRES SIGISFREDO",andresvillegas41@hotmail.com,ALOJAMIENTO MARIAN RAMA CAIDA SAN RAFAEL MENDOZA,-34.6661668,-68.3886981,0
APART-HOTEL,QUINTA & SUITES,RODRIGUEZ,737,CIUDAD,CAPITAL,4236894,APART-HOTEL,1 ESTRELLA,INSCRIPTO,6,24.0,TOBAT S.A.,info@quintasuites.com.ar,APART-HOTEL QUINTA & SUITES CIUDAD CAPITAL MENDOZA,-32.8921443,-68.8527677,1
ALOJAMIENTO,HOTEL PETIT,PERU11459,S/N,CIUDAD,CAPITAL,4232099,ALOJAMIENTO,SIN CATEGORIZAR,E/T,18,47.0,JADEM S.A.,reservaspetit@hotmail.com,ALOJAMIENTO HOTEL PETIT CIUDAD CAPITAL MENDOZA,-32.8851614,-68.847202,1
CAMPING,MUNICIPAL DE LA PAZ,AV.25 DE MAYO Y RUTA PRV.50,S/N,CIUDAD,LA PAZ,02626-421100/101,CAMPING,SIN CATEGORIZAR,E/T,,,MUNICIPALIDAD DE LA PAZ,municipalidaddelapaz@yahoo.com.ar,CAMPING MUNICIPAL DE LA PAZ CIUDAD LA PAZ MENDOZA,-33.8979223,-67.1894488,0
CABAÑAS,RUCALEN,LOS CIPRESES,776,CIUDAD,MALARGUE,0260-4470248,CABAÑAS,SIN CATEGORIZAR,E/T,6,30.0,"QUINTEROS, LAURA SUYAI",rucalen@hotnail.com,CABAÃÂ¥AS RUCALEN CIUDAD MALARGUE MENDOZA,-35.4739922,-69.5901202,2
HOTEL,RIOMA,FRAY INALICAN,127,CIUDAD,MALARGUE,0260-4471065,HOTEL,1 ESTRELLA,INSCRIPTO,12,28.0,"GONZALEZ, FLORIDOR",contacto@hotelrioma.com.ar,HOTEL RIOMA CIUDAD MALARGUE MENDOZA,-35.4689359,-69.5873845,2
CABAÑAS,INALEN,ESPINOLA,511,CIUDAD,SAN RAFAEL,0260-4422874,CABAÑAS,SIN CATEGORIZAR,INSCRIPTO,8,60.0,"RUIZ, JUAN MARCOS",,CABAÃÂ¥AS INALEN CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
HOTEL,TURISMO MALARGUE,SAN MARTIN,224,CIUDAD,MALARGUE,0260-4471042/4471742,HOTEL,2 ESTRELLAS,INSCRIPTO,18,60.0,DANIEL SAUMA Y LETICIA E. CAMMI,hotel_turismo_malargue@yahoo.com.ar,HOTEL TURISMO MALARGUE CIUDAD MALARGUE MENDOZA,-35.4680599,-69.586028,2
CABAÑAS,RINCON DE LOS ANDES,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,02624-481101,CABAÑAS,1 ESTRELLA,INSCRIPTO,5,30.0,"PEREYRA, PABLO LEONARDO ARIEL",rincondelosandes@yahoo.com.ar,CABAÃÂ¥AS RINCON DE LOS ANDES POTRERILLOS LUJAN DE CUYO MENDOZA,-33.0207046,-69.2936469,1
HOSPEDAJE,LAHUENCO I,RUTA 222,KM.30,LOS MOLLES,MALARGUE,0260-4499700,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,48,124.0,SUCESIÃ N VÃÂCTOR GARCÃÂA,www.hotellahuenco.com,HOSPEDAJE LAHUENCO I LOS MOLLES MALARGUE MENDOZA,-35.1655418,-69.9374855,2
PAT,HELVETIA,RUTA PANAMERICANA,KM30,A.CONDARCO,LUJAN DE CUYO,4894000,PAT,PAT,INSCRIPTO,6,16.0,"RIZZARDI, DIEGO DANIEL",,PAT HELVETIA A.CONDARCO LUJAN DE CUYO MENDOZA,-32.9135054,-68.85828,1
HOTEL,REGIONAL,MITRE,40,CIUDAD,SAN RAFAEL,0260-4429938,HOTEL,1 ESTRELLA,INSCRIPTO,8,16.0,"DOMINGUEZ, JUAN",www.hotel-regonal.com.ar,HOTEL REGIONAL CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
HOSPEDAJE,MALLORCA,AV.JULIO A. ROCA,719,CIUDAD,CAPITAL,4233079,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,12,28.0,"ALECHA, JOSÃÂ",alecha@infovia.com.ar,HOSPEDAJE MALLORCA CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
ALOJAMIENTO,KOOCOLAND,SALVADOR MIRANDA,290,CIUDAD,TUPUNGATO,011-1550293464,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,8.0,"BURDET, BERENICE",bereburdet@gmail.com,ALOJAMIENTO KOOCOLAND CIUDAD TUPUNGATO MENDOZA,-33.3638596,-69.1228341,3
HOTEL,HOSTAL DEL SOL,SAN MARTIN,651,CIUDAD,TUNUYAN,02622-424396,HOTEL,2 ESTRELLAS,INSCRIPTO,20,60.0,"SANCER, DIEGO FABIÃÂµN",info@hostaldelsoltunuyan.com.ar,HOTEL HOSTAL DEL SOL CIUDAD TUNUYAN MENDOZA,-33.5836692,-69.0154784,3
HOSPEDAJE,ALICIA,ALEM,433,CIUDAD,CAPITAL,4237799,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,12,35.0,"FERRER, SEBASTIAN Y CARLOS",,HOSPEDAJE ALICIA CIUDAD CAPITAL MENDOZA,-32.892886,-68.8340159,1
CABAÑAS,BRISAS DEL ATUEL,IRIGOYEN,237,CIUDAD,SAN RAFAEL,0260-4423093-154586097,CABAÑAS,1 ESTRELLA,INSCRIPTO,5,20.0,"NAVARRO, FRANCISCO ALBERTO",,CABAÃÂ¥AS BRISAS DEL ATUEL CIUDAD SAN RAFAEL MENDOZA,-34.6140883,-68.3276478,0
CAMPING,SUIZO,AV.CHAMPAGNAT,S/N,EL CHALLAO,LAS HERAS,4441991/4443906,CAMPING,SIN CATEGORIZAR,INSCRIPTO,____,,"PALERO, RUBEN",,CAMPING SUIZO EL CHALLAO LAS HERAS MENDOZA,-32.8555294,-68.8972254,1
APART-HOTEL,LOS REYUNOS,CALLE CLUB LOS REYUNOS,S/N,25 DE MAYO,SAN RAFAEL,0260-154403103,APART-HOTEL,1 ESTRELLA,INSCRIPTO,6,22.0,"DRAGHI, RODOLFO",info@losreyunos.net,APART-HOTEL LOS REYUNOS 25 DE MAYO SAN RAFAEL MENDOZA,-34.6251587,-68.3341371,0
ALOJAMIENTO,EL CISNE,GRAL.VILLEGAS,190,CIUDAD,MALARGUE,0260-4471350,ALOJAMIENTO,SIN CATEGORIZAR,E/T,27,55.0,AROMAS DEL SUR S.R.L.,hotelcisne03@hotmail.com,ALOJAMIENTO EL CISNE CIUDAD MALARGUE MENDOZA,-35.4711674,-69.5830754,2
HOTEL,REGINE,INDEPENDENCIA,623,CIUDAD,SAN RAFAEL,0260-4421470/4430274,HOTEL,2 ESTRELLAS,INSCRIPTO,33,80.0,"SESMA, VICTORIO RODOLFO",regine@infovia.com.ar,HOTEL REGINE CIUDAD SAN RAFAEL MENDOZA,-34.622608,-68.3231081,0
ALOJAMIENTO,SOLARES DE MERCEDITAS,AV.LAS HERAS,212,CIUDAD,CAPITAL,261-4380218,ALOJAMIENTO,SIN CATEGORIZAR,E/T,28,68.0,"ZALAZAR, GUSTAVO RUBEN",,ALOJAMIENTO SOLARES DE MERCEDITAS CIUDAD CAPITAL MENDOZA,-32.8859614,-68.8411136,1
ALOJAMIENTO,VIÃÂ¥A MARIA-BODEGA CAVAGNARO,MPNTECASEROS,2659,COQUIMBITO,MAIPU,4972337,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"CAVAGNARO, JULIAN",juliancavagnaro@gmail.com,ALOJAMIENTO VIÃÂ¥A MARIA-BODEGA CAVAGNARO COQUIMBITO MAIPU MENDOZA,-32.9553743,-68.7498737,1
HOTEL,PEHUEN,RUIBAL,118,CIUDAD,MALARGUE,0260-154689059,HOTEL,1 ESTRELLA,E/T,11,32.0,"YACOPINI, LUCIA",hotelpehuen@terra.com.ar,HOTEL PEHUEN CIUDAD MALARGUE MENDOZA,-35.4722801,-69.587068,2
ALOJAMIENTO,LA ALHAMBRA,SARMIENTO,55,CIUDAD,GRAL.ALVEAR,02625-422732,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MARTINEZ, MARIA DE LA PASION",hevamoises@hotmail.com,ALOJAMIENTO LA ALHAMBRA CIUDAD GRAL.ALVEAR MENDOZA,-34.9787418,-67.6971762,0
ALOJAMIENTO,HUALUM,RUTA 222,Km.30,LOS MOLLES,MALARGUE,4251120,ALOJAMIENTO,SIN CATEGORIZAR,E/T,30,94.0,DAA S.A.,DirecciÃÂ¢n en Mza.EspaÃÂ¤a1340-P.14-Of.8 - info@hotelhualum.co.ar,ALOJAMIENTO HUALUM LOS MOLLES MALARGUE MENDOZA,-35.1661156,-69.9416513,2
ALOJAMIENTO,RACATAHUEN CABAÃÂ¥AS,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,4983248,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,13.0,"TIETI, OSCAR RODOLFO",rucatahuen@hotmail.com,ALOJAMIENTO RACATAHUEN CABAÃÂ¥AS POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9507408,-69.2056274,1
ALOJAMIENTO,CONFLUENCIA,AV.ESPAÃÂ¥A,1512,CIUDAD,CAPITAL,4290430,ALOJAMIENTO,SIN CATEGORIZAR,INSCRIPTO,,,"SANCHEZ FERREYRA, PAMELA",info@hostelconfluencia.com.ar,ALOJAMIENTO CONFLUENCIA CIUDAD CAPITAL MENDOZA,-34.5869034,-68.1431414,0
PAT,LOS ANDES,BANDERA DE LOS ANDES,461,SAN JOSE,GUAYMALLEN,4319751,PAT,PAT,INSCRIPTO,8,40.0,"CRUZ, RAUL HUMBERTO",hostaldelosandes@yahoo.com.ar,PAT LOS ANDES SAN JOSE GUAYMALLEN MENDOZA,-32.8885247,-68.8236754,1
CABAÑAS,DEL PASTIZAL,RUTA 7,KM.1146,USPALLATA,LAS HERAS,4201020,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,36.0,"PEREZ, ENRIQUE ALFREDO",info@pastizal.com.ar,CABAÃÂ¥AS DEL PASTIZAL USPALLATA LAS HERAS MENDOZA,-32.6139174,-69.3517086,1
HOSTERIA,EL SOSNEADO,"RUTA 144, EL SOSNEADO",S/N,EL SOSNEADO,SAN RAFAEL,0260-154586098,HOSTERIA,SIN CATEGORIZAR,,,,"ORTIZ, MIGUEL",,HOSTERIA EL SOSNEADO EL SOSNEADO SAN RAFAEL MENDOZA,-35.0794394,-69.5778661,2
